unit,cycle,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,rul,fault
1,11,-0.8186590656473669,-1.4540388076246402,-0.9381183968749841,1.3425303268855024,-0.6598208985147648,-0.8112994809346458,-1.4819999517175921,-0.008687439847904196,-1.2106190566621085,-0.19418436241185427,-0.23475488390996904,-0.7994597097510929,0.7014678151397002,1.7622220331072318,125,0
1,12,-1.259977134598711,-1.1817719822082533,-0.9927116264611324,1.3198601470774993,-0.09214265434425291,-0.8236556802896031,-1.3694814115143674,0.5355523009285362,-1.0702117376867482,-0.568036019977687,-1.3107746538315834,-1.447425910859966,1.3680675085513923,0.720047321748387,125,0
1,13,0.7660740001324177,-1.3818716972733034,-0.9169495935660891,0.09567043744430347,0.3336160287804041,-0.9549402984361999,-0.6193578101595536,0.603582268525688,-0.2277678238154311,-0.9312568247217252,-0.7379681096444402,-0.15149350864221975,0.6459178406887391,-0.1149870743093112,125,0
1,14,-0.6782396800718564,0.38294218313644035,-1.1030122331760026,1.2745197874614933,-0.09214265434425291,-0.9266240082476742,-0.39432072975313087,0.3586743851761892,-1.3510263756438539,-0.5574051671558925,-1.241181335378959,-0.15149350864221975,2.0346672019630447,0.87355309112334,125,0
1,15,-0.5177603822715335,-1.1145253566536308,-0.772110413031392,0.32237223552446287,0.19169646774100302,-0.6769258129494267,-0.9194072507014951,1.487971847287423,-0.2277678238154311,-0.9631493831870551,-0.6121648032108225,-1.447425910859966,0.979217687394585,0.5720899536761631,125,0
1,16,-1.1195577490232003,-0.4322181315137903,-0.5080574454412627,0.6624249326448953,-0.6598208985147648,-0.8252002052090078,-1.144444331107918,0.11376650182684517,-0.36817514279079144,-0.45818387415267364,-1.3161279860202835,-0.7994597097510929,0.8681177384926233,1.543060181650211,125,0
1,17,-0.21686169889547208,-0.9275469343797195,-1.0149945773126263,0.5037336739886161,-0.5179013374753637,-0.5379185702059933,-1.5945184919208168,0.6580062426032856,-0.7893970997296424,-0.38967393374561893,0.3059316671452119,-0.7994597097510929,-0.02068185272291336,0.4047131810444371,125,0
1,18,-0.13662204999531063,0.06967131774770821,-1.4417130861186527,0.9571372701491927,-0.6598208985147648,-0.8143885307734553,-1.2569628713111427,0.4811283268509386,-0.36817514279079144,-0.6578076660282771,-1.0698747053417001,-0.7994597097510929,0.4237179428848549,1.0224351927460462,125,0
1,19,-1.8015947646752566,-0.5011049186673424,-0.970428675609664,0.9344670903410608,-0.8017404595606196,-0.5857988427065113,-0.5443454500240883,0.6580062426032856,-0.9298044187050027,-0.870424722463792,-0.2856115397022624,-1.447425910859966,-0.07623182717391401,0.5387995458598881,125,0
1,20,0.7058942634570685,-1.5590091499538608,-0.4267246748333269,1.6485777542938014,-0.6598208985147648,-1.0023057292969164,-1.21945669124341,0.9029141259527843,-1.0702117376867482,-0.8361697522602916,-0.5827214761731864,-0.7994597097510929,1.2014175851984692,1.2378981100012367,125,0
1,21,-0.6381198556217756,-0.7454889969025223,-1.2177694300611666,0.8211161913010455,0.19169646774100302,-0.8864663603440864,-1.4819999517175921,1.3791238991320731,-0.2277678238154311,-0.5816198874721545,-1.013664717360707,-0.7994597097510929,1.5347174319043153,0.2031212670459868,125,0
1,22,0.16427663338052276,0.3796618599386557,-0.9459174296730234,0.31103714562046136,-0.8017404595606196,-0.21408317877790842,-1.144444331107918,0.8076721713168338,-0.9298044187050027,-0.7948275468422792,-1.0538147087756953,-0.7994597097510929,0.5903678662377779,0.8421121504079965,125,0
1,23,-1.09949783679816,-0.3977747379370142,-1.5943512994513382,0.7077652922609013,-0.6598208985147648,-0.9827417469848304,-1.1069381510401852,0.1545844823850434,-0.6489897807478971,-0.943068883412632,-0.5024214933432095,-0.7994597097510929,0.7014678151397002,1.554156984255636,125,0
1,24,-0.6180599433967353,0.03522792417093212,-1.142007397166123,0.1523458869643111,0.3336160287804041,-1.1124818402120225,-0.39432072975313087,0.9845500870691808,-0.9298044187050027,-0.5898883285557784,-1.4365779602652486,-0.7994597097510929,1.0347676618455461,0.7533377295646292,125,0
1,25,0.16427663338052276,0.5715607670092067,-1.0773868396967885,0.7304354720689045,-1.0855795816458755,-0.5770465348300715,-0.6943701702950457,1.5696078084038194,-1.0702117376867482,-0.42865372742551433,-1.3669846418125766,-0.15149350864221975,0.7570177895907009,1.3007799914319236,125,0
1,26,-1.0593780123480792,-0.25180035563548553,-1.4472838238315198,0.8551214610130501,-0.37598177642950886,-0.9400098908822346,-1.0694319709724525,1.1886399898603266,-0.5085824617725367,-0.7511229296860963,-0.4488881714565424,0.49647269246665343,0.257068019531932,1.1722420279191688,125,0
1,27,-0.4977004700462651,-0.023817893389228812,-0.804420691766072,0.809781101397044,-1.0855795816458755,-0.8962483515001294,-0.656863990227313,0.8076721713168338,0.4742687710805256,-0.547364917268654,-1.0216947156436855,-0.15149350864221975,0.979217687394585,1.4709309647149977,125,0
1,28,-0.6782396800718564,-1.2752611933452276,-1.1063546758037228,1.5012215855416526,0.3336160287804041,-0.7994581232194901,-0.5068392699563555,1.5832138019233735,-0.2277678238154311,-0.9785050594851908,-0.2802582075136099,-2.0953921119688395,1.0903176362965075,-0.03730945607140182,125,0
1,29,-1.5608758179745443,-0.9488690351653569,-0.8991232328848889,1.0138127196692004,-0.6598208985147648,-0.7670230999127389,-1.144444331107918,1.3655179056126736,-0.5085824617725367,-0.6383177691883025,-0.6389314641541322,-0.15149350864221975,0.6459178406887391,0.6617891080699468,125,0
1,30,-0.9791383634476898,0.47643139427337733,-1.4461696762889462,1.1498337985173475,-0.37598177642950886,-1.0167212952109863,-0.5443454500240883,1.066186048185732,-1.3510263756438539,-0.354828360607616,-0.9708380598513923,-2.0953921119688395,1.3125175341003916,1.1361774194515786,125,0
1,31,-1.3402167834988723,-1.0554795390934326,-1.3548095777978242,0.8777916408210532,-0.23406221539010774,-0.33918969724688613,-0.5068392699563555,0.7396422037198367,-0.5085824617725367,-1.0978068522629403,-0.8664480821724317,-0.7994597097510929,0.7014678151397002,0.43615412175978063,125,0
1,32,-0.7183595045219371,0.12543681211012178,-0.9693145280670906,1.818604102854082,-0.8017404595606196,-0.7412810179232211,-1.1069381510401852,0.6988242231614838,-0.36817514279079144,-0.8367603551948476,-0.7486747740217926,-0.7994597097510929,1.145867610747508,1.9582655458029532,125,0
1,33,0.043917160030280615,-0.3633313443602381,-0.738685986754164,1.421875956213642,-0.8017404595606196,-0.9389802076027252,-0.9944196108369605,0.6852182296420845,-0.2277678238154311,-0.5579957700904485,-1.8059578812831234,-0.7994597097510929,0.09041809617900898,0.5776383549788592,125,0
1,34,-0.29710134779586156,-1.4999633323936625,-0.9559447575561841,1.070488169189208,-0.9436600206000207,-0.9734745974686827,-0.28180218954990616,0.3994923657345421,-0.08736050483368576,-1.019256661968701,-0.21066488906093792,-0.7994597097510929,-0.02068185272291336,0.19479866509194266,125,0
1,35,-0.4977004700462651,-0.1009054885372426,-0.6751795768274282,1.070488169189208,-0.8017404595606196,-1.0095135122539514,-0.8819010706337358,0.4675223333315392,-1.2106190566621085,-0.2183990827281163,0.006145064579961655,-1.447425910859966,1.7569173297081992,1.1861130311759418,125,0
1,36,-0.29710134779586156,-1.458959292421317,-0.39218610101352547,1.3311952369815008,-1.2274991426852766,-1.0712945090288315,-1.1069381510401852,1.243063963938079,-0.7893970997296424,-0.6725727393918568,-0.48636149677720464,-0.7994597097510929,0.257068019531932,1.3192746624409764,125,0
1,37,-1.4003965201739934,-1.8870414697326237,-1.131980069282937,1.444546136021645,-0.37598177642950886,-0.5111468049368724,-0.9569134307692277,1.202245983379726,-0.7893970997296424,-0.7038746949226307,-0.7647347705877975,-0.7994597097510929,0.979217687394585,1.3599629386608132,125,0
1,38,-1.5207559935244637,-0.16651195249301012,-1.065131216728481,1.5238917653497845,-0.23406221539010774,-0.5198991128133121,-1.0319257909046933,1.3791238991320731,-0.2277678238154311,-0.42865372742551433,-0.7219081130784353,-0.7994597097510929,1.3680675085513923,1.7446520956486613,125,0
1,39,-1.3602766957239127,-1.2145752141861372,-0.9325476591621169,0.6964302023568999,-1.0855795816458755,-0.7006085283797381,-1.5945184919208168,1.1206100222633295,-0.6489897807478971,-0.7121431360062008,-0.77008810277645,-0.7994597097510929,-0.6317315716836046,0.7561119302160101,125,0
1,40,-0.8988987145475283,-1.3999134748611561,-0.812219724564086,1.3765355965976358,-0.5179013374753637,-0.6377978483253485,-0.8068887104982704,0.5899762750062886,-1.2106190566621085,-0.7582101649006081,-1.7229812323588203,-0.7994597097510929,0.14596807063000963,0.8208432787475958,125,0
1,41,-0.5779401189466546,0.11395568091783824,-0.651782478433361,0.413052954756604,-0.5179013374753637,-0.843219662601689,-1.707037032124015,0.9029141259527843,-0.9298044187050027,-0.3418350960476509,-0.15445490107999213,-0.7994597097510929,1.7569173297081992,1.4450384253023831,125,0
1,42,-1.1396176612482407,-0.9767517823465265,-0.8556714787244748,0.6624249326448953,-0.23406221539010774,-0.42774245929088717,-0.20678982941441412,1.1206100222633295,-0.6489897807478971,-0.7670692089187344,-0.7781181010594287,-0.7994597097510929,1.0347676618455461,0.8032733412890254,125,0
1,43,-0.8988987145475283,0.1483990744946143,-0.3353645763422302,0.367712595140469,-0.9436600206000207,-0.38552544482809303,-0.844394890566003,1.814515691753318,-0.08736050483368576,-0.983229882961532,-0.962808061568366,-0.7994597097510929,0.979217687394585,0.24658374391723747,125,0
1,44,-1.5207559935244637,-0.602794937798741,-0.8757261344908217,0.9004618206290562,-0.8017404595606196,-0.952366090237192,-0.3568145496853715,1.2158519768991254,-1.3510263756438539,-0.7334048416497899,-0.6068114710221699,-0.7994597097510929,1.3680675085513923,1.7307810923918883,125,0
1,45,-0.3171612600209019,-1.3441479804987426,-1.1030122331760026,0.5377389437007496,-0.23406221539010774,-0.2599040847192201,-0.3568145496853715,0.44031034629274035,-0.6489897807478971,-0.9188541630963162,-0.8798314126440628,-0.15149350864221975,-0.13178180162487518,0.9817469165261763,125,0
1,46,-0.5177603822715335,-0.381373121948091,-0.8679271016928077,0.45839331437261005,-0.5179013374753637,-0.25681503488050417,-1.2944690513788752,0.8348841583556326,-0.2277678238154311,-0.8952300457146102,-1.206384676152623,-0.15149350864221975,0.6459178406887391,0.7986496735367786,125,0
1,47,-0.9590784512226495,-1.6885819162664661,-0.6874351997957359,1.1611688884213491,-0.5179013374753637,-0.6861929624655745,-1.21945669124341,0.5899762750062886,-0.6489897807478971,-1.0428807793504067,-1.2170913405299753,-0.7994597097510929,0.979217687394585,1.8417491184460726,125,0
1,48,-1.600995642424625,-0.34528956677242256,-1.1030122331760026,0.7531056518769075,-0.23406221539010774,-1.0352555942434691,-0.5443454500240883,0.6852182296420845,-0.5085824617725367,-0.8196328700930974,-0.13839490451398725,-0.7994597097510929,0.7014678151397002,0.7107999862438608,125,0
1,49,-0.9189586267725687,-1.027596791912263,-1.258992889136434,0.9911425398611973,-0.37598177642950886,-0.7582707920362991,-1.21945669124341,-0.049505420406102424,-0.7893970997296424,-0.49539185902890087,-0.7406447757387664,-0.7994597097510929,1.3680675085513923,1.4949740370267464,125,0
1,50,0.16427663338052276,-0.3485698899702072,-0.6061024291878253,0.6397547528367634,-0.5179013374753637,-0.863298486553483,-0.28180218954990616,1.2566699574574782,-0.08736050483368576,-0.9785050594851908,-0.834328089040422,-0.7994597097510929,0.2015180450809708,1.1324784852497483,125,0
1,51,0.24451628228068417,-0.8324175616438901,-0.9626296428116247,0.4243880446606055,-1.0855795816458755,-0.9410395741618378,-1.5945184919208168,0.6852182296420845,-0.6489897807478971,-0.5615393876977313,0.20421835556057769,-0.15149350864221975,0.7014678151397002,0.7117247197943429,125,0
1,52,0.1442167211554824,-1.1227261646480924,-1.5029912009602415,-0.3577331587162731,-0.8017404595606196,-0.48180083146883707,-1.7820493922595069,0.9437321065109826,-0.36817514279079144,-0.6524922396173799,0.29790166886223324,-1.447425910859966,1.0347676618455461,0.4685197960255734,125,0
1,53,-0.156681962220351,-1.7705899962111569,-0.7576264949779375,0.9117969105330578,-0.6598208985147648,-0.7320138684069798,-0.9569134307692277,0.7532481972392361,-0.5085824617725367,-0.5603581818286192,-0.025974928552000575,-0.7994597097510929,0.47926791733581614,0.8263916800503247,125,0
1,54,-0.5378202944965739,0.32389636557624213,-0.8757261344908217,0.6737600225488968,-0.8017404595606196,-0.4673852655546734,-0.6193578101595536,1.4063358861710265,-0.5085824617725367,-0.8219952818312679,-0.6389314641541322,-0.7994597097510929,0.8125677640416621,-0.49320309644398097,125,0
1,55,-0.5578802067216142,-0.9291870959786118,-0.8333885278730063,1.2405145177494887,-0.8017404595606196,-0.8457938708006033,-0.5443454500240883,0.957338100030382,-1.0702117376867482,-0.5768950639958134,-0.9547780632853874,-0.7994597097510929,1.3680675085513923,0.6340471015564008,125,0
1,56,-0.39740090892106333,-0.7028447953312847,-0.9247486263641029,0.7077652922609013,-1.2274991426852766,-1.1814706199439375,-1.0694319709724525,1.4607598602486243,-0.7893970997296424,-0.5001166825052421,-1.0859347019076575,-1.447425910859966,-0.7428315205855665,0.4870144670346261,125,0
1,57,-1.1195577490232003,-1.1391277806370157,-0.6985766752214955,0.07300025763617154,-0.6598208985147648,-0.750033325799661,-0.9569134307692277,0.2906444175791922,-0.2277678238154311,-0.49539185902890087,-0.44085817317356374,-0.7994597097510929,0.14596807063000963,0.6340471015564008,125,0
1,58,-1.5809357301995846,-0.025458054988121134,-1.2333674956572198,0.8891267307250547,-0.09214265434425291,-0.7742308828697739,-1.0694319709724525,1.0933980352245307,-0.7893970997296424,-0.6961968567735628,-0.2909648718909148,-2.0953921119688395,0.6459178406887391,0.01077668855209561,125,0
1,59,-0.7183595045219371,1.0012831059194056,-0.618358052156133,1.4332110461176435,-0.37598177642950886,-0.788131607144136,-1.0694319709724525,-0.11753538800309947,-1.0702117376867482,-0.8893240163691568,0.12927170491925322,-0.7994597097510929,0.5903678662377779,1.4450384253023831,125,0
1,60,-0.6982995922968968,-1.2900226477352585,-0.6673805440294143,0.7304354720689045,-0.5179013374753637,-0.7042124198582556,-0.5068392699563555,1.4743658537680235,-0.9298044187050027,-0.648358019075541,-1.4713746194915371,-0.15149350864221975,0.4237179428848549,0.9142413673432098,125,0
1,61,-1.1797374856983214,-1.1588097198237608,-0.3944143960986723,0.8324512812050471,0.19169646774100302,-0.761359841875015,-0.8819010706337358,1.2702759509768777,-0.08736050483368576,-0.7210021800243809,-0.4381815070792375,-1.447425910859966,0.4237179428848549,0.6997031836384686,125,0
1,62,-1.039318100123039,-1.4802813932069545,-1.0606746265581872,1.2405145177494887,0.04977690669514818,-0.604847983378702,-0.9944196108369605,1.066186048185732,0.053046814141674586,-0.6843847980827098,-0.9547780632853874,-1.447425910859966,1.2014175851984692,-0.1612237518318771,125,0
1,63,-0.17674187444539136,0.25008909362605025,-1.5241600042691366,0.14101079706030956,-0.5179013374753637,-0.7932800235420583,-0.13177746927894873,0.20900845646264105,-1.2106190566621085,-0.7759282529369145,-0.1892515603062806,0.49647269246665343,-0.24288175052679753,0.5129070064472406,125,0
1,64,-0.9189586267725687,-1.0013542063299485,-0.9971682166314515,0.5944143932207573,0.04977690669514818,-1.1171154149701432,-0.3568145496853715,0.5627642879674897,-0.7893970997296424,-0.9283038100490523,-0.968161393757066,-1.447425910859966,0.6459178406887391,0.8864993608296636,125,0
1,65,-0.8186590656473669,-0.9669108127531725,-0.6484400358056407,0.6964302023568999,-0.9436600206000207,-1.0996107992172635,0.055753431059768016,0.18179646942384223,0.4742687710805256,-0.6454050044028681,-0.058094921684010356,-0.7994597097510929,0.47926791733581614,0.805122808389924,125,0
1,66,-0.377340996696023,-0.34692972837131486,-1.062902921643334,0.7304354720689045,-0.5179013374753637,-0.30469530738092854,-1.5195061317853247,0.4811283268509386,-0.6489897807478971,-0.9182635601618138,-1.3830446383785815,-1.447425910859966,0.7570177895907009,0.2502826781190349,125,0
1,67,-0.7183595045219371,-0.06482193336157419,-0.6729512817422814,1.0818232590932095,0.04977690669514818,-0.7788644576278946,-0.581851630091821,1.6784557565591693,-0.2277678238154311,-0.5786668727994816,-1.3455713130579194,-0.15149350864221975,0.8681177384926233,0.026497158909767355,125,0
1,68,-0.3572810844709826,-1.4031937980589408,-0.5169706257818502,0.7757758316849106,0.04977690669514818,-0.6995788451001349,-0.6943701702950457,0.42670435277334096,-0.36817514279079144,-0.6778881658027004,-0.4970681611545095,-0.7994597097510929,0.7570177895907009,0.27062681622895335,124,0
1,69,-0.4977004700462651,0.01390582338533192,-0.871269544320528,1.467216315829648,-0.37598177642950886,-0.7608450002352134,-0.5068392699563555,1.1070040287439302,0.053046814141674586,-0.870424722463792,-0.36323485643791303,-0.7994597097510929,1.0347676618455461,0.7958754728853977,123,0
1,70,-0.9390185389976091,-1.0817221246757471,-0.6996908227640689,0.741770561972906,0.19169646774100302,-0.614629974534745,-0.5068392699563555,0.7124302166808832,0.33386145209878026,-0.7977805615150059,-0.39803151566424905,-0.7994597097510929,0.257068019531932,1.5088450402835194,122,0
1,71,-0.9590784512226495,-1.6738204618763979,-0.6651522489442674,0.7984460114929136,-0.9436600206000207,-0.9925237381408734,-0.9194072507014951,0.42670435277334096,-0.08736050483368576,-0.5662642111740724,-0.5291881542865193,-1.447425910859966,-0.07623182717391401,0.9244134363981854,121,0
1,72,-0.5578802067216142,-1.8640792073480938,-0.2506893631065741,0.45839331437261005,-0.37598177642950886,-0.5636606521955111,-1.0319257909046933,0.7668541907586356,-0.08736050483368576,-0.5857541080139933,-1.275977994605295,-1.447425910859966,0.14596807063000963,0.1883255302387644,120,0
1,73,-0.7985991534223266,0.23368747763708972,-1.2400523809126605,0.5944143932207573,-0.9436600206000207,-0.8097549560153346,-0.9569134307692277,0.8620961453944315,0.053046814141674586,-0.8279013111766675,-1.0377547122096904,-1.447425910859966,1.2014175851984692,1.0113383901406212,119,0
1,74,0.5454149656567456,-0.9783919439454188,-0.8445300032987405,0.764440741780909,-0.37598177642950886,-1.0048799374958306,0.1307657911952334,1.1478220093021283,-1.7722483325827048,-0.6613512836355062,-0.7834714332480811,-0.7994597097510929,-0.07623182717391401,0.8680046898206439,118,0
1,75,-1.4605762568491145,-1.360549596487703,-1.5865522666533243,0.27703187590845674,-0.37598177642950886,-1.1866190363418598,-1.21945669124341,0.494734320370338,0.1934541331234199,-0.8113644290094734,0.517388288597459,-0.7994597097510929,0.4237179428848549,0.5915093582356322,117,0
1,76,-0.9590784512226495,-0.23047825484984802,-1.1275234791126434,0.34504241533246593,-1.0855795816458755,-0.45399938292020653,-0.39432072975313087,0.23622044350159455,-0.9298044187050027,-0.4386939773127528,-1.1555280203603295,-2.0953921119688395,1.145867610747508,1.4302426884951278,116,0
1,77,-0.27704143557082117,-0.7077652801279617,-0.9013515279700358,1.421875956213642,-0.5179013374753637,-0.9745042807481922,-0.5068392699563555,0.26343243054039334,-0.2277678238154311,-0.5089757265233683,0.2738116740132021,-0.15149350864221975,0.979217687394585,-0.12146020916248948,115,0
1,78,-1.4003965201739934,-1.6164148059151293,-0.5526233471442503,0.12967570715630805,-0.23406221539010774,-1.184044828142852,-0.5443454500240883,1.1886399898603266,0.8954907280129916,-0.588116519752164,-1.698891237509789,-0.7994597097510929,0.36816796843389377,0.5591436839698394,114,0
1,79,-1.1396176612482407,-1.3375873341031732,-0.5715638553679986,0.4697284042766116,-0.8017404595606196,-0.901396767897958,-0.7318763503627783,0.603582268525688,0.4742687710805256,-0.5001166825052421,-0.7915014315311073,0.49647269246665343,0.47926791733581614,0.22161593805503943,113,0
1,80,-1.5006960812991952,0.22056618484595114,-1.7247065619325554,0.6284196629327619,-0.5179013374753637,-1.1171154149701432,0.35580287160168284,0.1545844823850434,0.053046814141674586,-0.543821299661425,-0.5158048238148406,-0.7994597097510929,0.4237179428848549,0.6765848448771692,112,0
1,81,0.08403698448036133,-0.9505091967642493,-0.7821377409145782,0.5944143932207573,0.04977690669514818,-1.0326813860445547,-0.4318269098208635,0.3450683916567898,-0.6489897807478971,-0.8857803987619278,-0.4836848306828784,-0.7994597097510929,-0.24288175052679753,0.7847786702800056,111,0
1,82,-1.3000969590487916,-0.2534405172343778,-1.1018980856334293,0.9344670903410608,0.04977690669514818,-0.8828624688655689,-1.1069381510401852,0.7396422037198367,-0.9298044187050027,-0.5804386816030961,-1.1822946813036395,-0.15149350864221975,0.4237179428848549,-0.155675350529181,110,0
1,83,-0.05638240109514922,-0.42073700032154404,-0.2985977074372566,0.1523458869643111,-0.23406221539010774,-0.8385860878435684,-1.21945669124341,0.7124302166808832,-0.6489897807478971,-0.7410826797988578,-0.8022080959084122,-1.447425910859966,-0.07623182717391401,0.363100171274118,109,0
1,84,-0.09650222554522993,-0.8356978848416747,-0.2740864615006413,0.6284196629327619,-0.6598208985147648,-0.7670230999127389,-0.6193578101595536,0.18179646942384223,-0.5085824617725367,-0.7280894152388927,-0.7727647688707762,-0.7994597097510929,-0.46508164833072113,-0.2111593635562732,108,0
1,85,-0.8186590656473669,-0.08122354935053472,-0.345391904225391,1.183839068229352,-1.2274991426852766,-0.47819693999031954,-0.6943701702950457,1.2158519768991254,-0.6489897807478971,-0.5054321089160856,0.19083502508889902,-0.7994597097510929,1.0903176362965075,-0.03823418962185117,107,0
1,86,-1.7012952035498268,-0.2977248804045079,-0.6127873144432658,0.37904768504459935,0.04977690669514818,-0.932287266285398,-0.6193578101595536,0.5627642879674897,-0.08736050483368576,-0.8154986495512585,-0.6817581216634944,0.49647269246665343,0.7014678151397002,0.983596383627075,106,0
1,87,-0.7183595045219371,-0.6437989777710865,0.4501094411727423,0.8437863711090486,0.61745515086566,-0.764448891713731,-0.7693825304305111,0.03213054071029403,-0.5085824617725367,-0.7948275468422792,-0.2722282092305837,-1.447425910859966,0.36816796843389377,0.48146606573189715,105,0
1,88,-1.4605762568491145,-1.5294862411737615,-0.3309079861719365,1.2745197874614933,-0.37598177642950886,-0.9595738731943206,-0.3193083696176388,1.0797920417051314,-0.7893970997296424,-0.7322236357806778,0.42370497529585105,-0.7994597097510929,0.47926791733581614,0.18925026378921372,104,0
1,89,-0.8988987145475283,-0.9652706511542802,-0.7620830851482312,0.6284196629327619,-0.6598208985147648,-0.5214436377327168,-0.3193083696176388,0.19540246294324162,-0.2277678238154311,-0.5148817558688217,0.16406836414558923,-0.7994597097510929,0.7570177895907009,0.37604644098044165,103,0
1,90,-0.03632248887010886,-1.022676307115549,0.4311689329489941,-0.5390945971804264,0.04977690669514818,-0.7258357687294543,-0.844394890566003,0.11376650182684517,-0.08736050483368576,-0.8355791493257354,-1.2492113336619375,-1.447425910859966,0.9236677129435844,1.6928670168233664,102,0
1,91,-1.4204564323990336,-0.9472288735664647,-0.4790896093343284,0.20902133648431873,-0.8017404595606196,-0.75415205891798,-0.844394890566003,0.19540246294324162,0.053046814141674586,-0.5591769759595607,-1.2813313267939475,0.49647269246665343,1.6458173808062375,0.8883488279305624,101,0
1,92,0.4049955800812351,-0.09598500374056562,-0.9236344788215296,0.5150687638926177,0.61745515086566,-0.8756546859084402,-0.3568145496853715,0.6852182296420845,-0.6489897807478971,-0.736948459257019,-1.1930013456809918,-0.7994597097510929,0.979217687394585,0.5924340917860815,100,0
1,93,0.32475593118107365,0.5125149494490457,-0.0646267234966351,0.809781101397044,-0.37598177642950886,-0.9008819262581564,-0.3193083696176388,0.03213054071029403,-0.2277678238154311,-0.633002342777459,-0.5827214761731864,-0.7994597097510929,0.257068019531932,-0.37391246843575243,99,0
1,94,-0.4776405578212248,-1.204734244592783,-0.4590349535679815,0.5717442134127542,0.7593747119115148,-1.0059096207754339,-0.24429600948217345,0.2770384240597928,-0.36817514279079144,-0.677297562868198,0.2577516774472448,-0.15149350864221975,0.2015180450809708,0.8106712096926529,98,0
1,95,0.34481584340611404,-2.1347058711655884,0.11586517840041143,0.6284196629327619,-1.0855795816458755,-0.8504274455587241,-0.6193578101595536,0.6988242231614838,-1.0702117376867482,-0.7227739888279954,0.39426164825816745,0.49647269246665343,-0.2984317249777982,0.3584765035218384,97,0
1,96,-0.9991982756727301,-1.0735213166812854,-1.5486712502057771,-0.017680461595840677,-0.37598177642950886,-0.8576352285158527,-0.581851630091821,0.3450683916567898,-0.5085824617725367,-0.778290664675085,-0.31237820064557215,-0.7994597097510929,0.36816796843389377,0.34553023381554754,96,0
1,97,-1.2399172223734425,0.8454677540244858,-0.13927460884913045,0.050330077828168486,-0.09214265434425291,-0.9920088965010718,-0.3193083696176388,0.3586743851761892,-0.5085824617725367,-0.8934582369109957,-0.863771416078058,-0.7994597097510929,1.0903176362965075,0.07550803708368128,95,0
